Time (s),Fire Area,Brightness,Centroid X,Centroid Y,Spread Speed
0.0,40822,219.96288765861544,538,552,0.0
0.03336666666666667,39488,221.23847751215558,536,549,-39980.01998001998
0.06673333333333334,39136,220.70104251839737,534,549,-10549.450549450548
0.10010000000000001,38123,220.86535687118013,531,547,-30359.640359640358
0.13346666666666668,41048,221.1869031377899,532,543,87662.33766233765
0.16683333333333333,40114,220.53796679463528,527,542,-27992.007992007988
0.20020000000000002,44072,221.47179615175168,527,536,118621.37862137861
0.23356666666666667,45922,221.43242890118026,521,530,55444.55544455544
0.26693333333333336,51615,220.67034776712197,517,521,170619.3806193806
0.3003,61262,222.52064901570304,505,502,289120.8791208791
0.33366666666666667,62097,221.4536773113033,498,495,25024.97502497502
0.3670333333333333,67615,222.8338682245064,495,488,165374.62537462535
0.40040000000000003,75027,222.7152758340331,501,486,222137.86213786213
0.4337666666666667,85791,223.59594829294448,509,482,322597.4025974026
0.46713333333333334,96170,226.04975564105231,511,471,311058.941058941
0.5005000000000001,109278,227.47079924595985,514,463,392847.1528471528
0.5338666666666667,121975,227.4734986677598,507,453,380529.4705294705
0.5672333333333334,123934,227.86124066035148,509,452,58711.288711288704
0.6006,147346,227.93438573154344,509,441,701658.3416583416
0.6339666666666667,158976,227.540603613124,495,433,348551.4485514485
0.6673333333333333,185821,227.298077181804,445,406,804545.4545454545
0.7007,183270,227.33334970262453,445,406,-76453.54645354644
0.7340666666666666,183311,226.24220041350492,445,406,1228.7712287712286
0.7674333333333333,198751,227.32236818934246,428,394,462737.2627372627
0.8008000000000001,197639,226.43807143326976,427,394,-33326.67332667332
0.8341666666666667,214101,227.99955161349084,417,384,493366.6333666333
0.8675333333333334,204923,226.92607955183166,506,415,-275064.93506493507
0.9009,179077,226.18371985235402,509,424,-774605.3946053946
0.9342666666666667,181959,226.92393890931473,503,420,86373.62637362636
0.9676333333333333,200192,227.76458100223786,499,411,546443.5564435564
1.0010000000000001,230680,228.40635078897174,407,370,913726.2737262737
1.0343666666666667,220972,228.47252140542693,413,375,-290949.0509490509
1.0677333333333334,235059,229.27693898127703,403,366,422187.8121878122
1.1011,250234,229.59260532141914,396,371,454795.20479520474
1.1344666666666667,243603,229.87548593408127,400,376,-198731.2687312687
1.1678333333333333,266439,229.7346522093237,388,359,684395.6043956043
1.2012,276337,230.65554739321914,384,353,296643.3566433566
1.2345666666666666,294742,231.2302115070129,380,342,551598.4015984016
1.2679333333333334,326351,232.3778324564656,380,339,947322.6773226772
1.3013000000000001,321252,232.1777327456327,377,340,-152817.1828171828
1.3346666666666667,330577,232.86404075298645,374,317,279470.52947052947
1.3680333333333334,336282,232.5902783972975,376,329,170979.02097902098
1.4014,348551,233.70292439270006,377,322,367702.2977022977
1.4347666666666667,352634,233.22622322294504,377,318,122367.63236763235
1.4681333333333333,360511,233.9336802483142,377,313,236073.92607392606
1.5015,365528,234.29225668074676,379,310,150359.64035964035
1.5348666666666666,363601,234.46462743501806,379,312,-57752.24775224775
1.5682333333333334,352510,232.80708348699326,374,298,-332397.60239760234
1.6016000000000001,347623,232.51835177764417,373,296,-146463.53646353644
1.6349666666666667,348496,231.62815929020707,374,296,26163.83616383616
1.6683333333333334,351150,231.6247757368646,374,294,79540.45954045953
1.7017,340610,230.02100936555004,370,297,-315884.11588411586
1.7350666666666668,322868,228.82033214812245,363,299,-531728.2717282717
1.7684333333333333,300865,227.09241021720706,359,305,-659430.5694305694
1.8018,276674,225.35739534614746,365,313,-725004.9950049949
1.8351666666666666,273585,225.47790631796335,370,311,-92577.42257742256
1.8685333333333334,273740,225.93374369839995,372,311,4645.354645354645
1.9019,269850,225.32287196590698,375,314,-116583.41658341658
1.9352666666666667,268150,224.33168375909005,371,308,-50949.05094905094
1.9686333333333335,257750,224.3175480116392,373,312,-311688.3116883117
2.0020000000000002,253276,223.95534910532385,374,313,-134085.91408591406
2.0353666666666665,239092,223.87808040419588,378,317,-425094.90509490506
2.0687333333333333,224167,222.9912788233772,382,330,-447302.6973026973
2.1021,204585,223.3351516484591,483,452,-586873.1268731268
2.135466666666667,206778,223.86334136126666,488,459,65724.27572427572
2.168833333333333,206199,224.6997172634203,489,458,-17352.647352647353
2.2022,226520,224.22147271764084,487,447,609020.979020979
2.2355666666666667,223676,224.5261807256925,486,448,-85234.76523476523
2.2689333333333335,188443,224.50159995330154,488,454,-1055934.0659340657
2.3023000000000002,184563,225.50395257987788,486,455,-116283.71628371628
2.3356666666666666,202221,223.8028889185594,476,446,529210.7892107891
2.3690333333333333,212990,223.85077703178553,395,331,322747.2527472527
2.4024,203227,223.59140763776466,465,408,-292597.4025974026
2.435766666666667,249200,225.64316211878008,377,309,1377812.1878121877
2.469133333333333,248384,224.22833596366917,376,309,-24455.544455544452
2.5025,253309,225.4434702280614,377,309,147602.3976023976
2.5358666666666667,260110,225.35062473568874,374,306,203826.17382617382
2.5692333333333335,240745,223.3488338283246,384,314,-580369.6303696303
2.6026000000000002,234808,223.81842185956185,387,317,-177932.0679320679
2.6359666666666666,258397,225.15921237475666,385,311,706963.0369630369
2.6693333333333333,272236,226.2264983323293,385,306,414755.2447552447
2.7027,259587,224.35715578977374,387,308,-379090.90909090906
2.736066666666667,258939,224.95540262378398,394,313,-19420.57942057942
2.769433333333333,240746,223.95062015568274,397,318,-545244.7552447552
2.8028,236808,224.05373973852235,395,316,-118021.97802197801
2.8361666666666667,235113,224.10087064517913,391,319,-50799.20079920079
2.8695333333333335,236618,223.84908586836167,386,320,45104.8951048951
2.9029000000000003,238165,223.52837738542607,428,423,46363.63636363636
2.9362666666666666,259239,226.16541492599492,380,326,631588.4115884115
2.9696333333333333,261565,225.6400321143884,374,315,69710.28971028971
3.003,242642,225.24722430576733,389,323,-567122.877122877
3.036366666666667,241452,226.15808110928882,389,323,-35664.33566433566
3.069733333333333,248457,226.7162084384823,389,323,209940.05994005993
3.1031,218874,222.90624286118955,392,333,-886603.3966033965
3.1364666666666667,231182,225.84907562007422,391,328,368871.12887112884
3.1698333333333335,236135,226.63482753509646,394,332,148441.55844155842
3.2032000000000003,222904,224.1149104547249,394,336,-396533.4665334665
3.2365666666666666,231132,225.2673493934202,387,331,246593.40659340657
3.2699333333333334,229328,223.74775430823973,390,335,-54065.93406593406
3.3033,223167,223.3231033262086,387,336,-184645.35464535464
3.336666666666667,210544,222.6185927882058,386,324,-378311.68831168825
3.370033333333333,191623,221.5441831095432,397,368,-567062.9370629371
3.4034,209335,222.91511691785894,389,356,530829.1708291707
3.4367666666666667,175358,223.06133167577184,395,412,-1018291.7082917083
3.4701333333333335,149901,222.96853256482612,397,446,-762947.0529470529
3.5035000000000003,142209,224.38905413862696,403,452,-230529.4705294705
3.5368666666666666,147513,224.3155043962227,401,448,158961.03896103895
3.5702333333333334,145298,224.2702170711228,402,451,-66383.61638361638
3.6036,133614,224.36292604068436,401,472,-350169.8301698301
3.636966666666667,124696,226.11152723423365,410,484,-267272.72727272724
3.6703333333333332,123222,226.03947347064647,416,488,-44175.82417582417
3.7037,120134,226.29111658647844,417,490,-92547.45254745254
3.7370666666666668,118432,226.5314188732775,481,518,-51008.991008991004
3.7704333333333335,122681,226.57877747980535,419,486,127342.65734265733
3.8038,119808,226.02954727564102,472,508,-86103.8961038961
3.8371666666666666,117119,226.4608133607698,468,477,-80589.41058941059
3.8705333333333334,122859,225.8177911264132,431,463,172027.97202797202
3.9039,119156,226.10437577629327,469,474,-110979.02097902096
3.937266666666667,113681,226.09302346038476,476,481,-164085.91408591406
3.9706333333333332,124231,227.05980793843727,447,493,316183.8161838162
4.0040000000000004,117217,226.72312889768548,482,481,-210209.7902097902
4.037366666666666,128279,227.6287311251257,450,489,331528.4715284715
4.070733333333333,127933,226.07131076422814,442,486,-10369.63036963037
4.1041,127650,225.87377203290248,437,480,-8481.51848151848
4.137466666666667,144152,227.9322728786281,414,447,494565.4345654345
4.170833333333333,135383,226.91691719048922,421,454,-262807.1928071928
4.2042,128654,226.87021002067561,433,464,-201668.33166833164
4.237566666666667,133625,227.2996445275959,423,458,148981.01898101898
4.270933333333334,135417,227.3376533226995,421,457,53706.293706293705
4.3043000000000005,142305,227.97232001686518,408,450,206433.56643356642
4.337666666666666,134825,225.3239087706286,423,478,-224175.82417582415
4.371033333333333,138551,226.0997177934479,412,452,111668.33166833167
4.4044,132535,225.97748519259065,426,461,-180299.7002997003
4.437766666666667,128215,226.94681589517606,434,465,-129470.52947052947
4.471133333333333,125974,226.4223093654246,432,465,-67162.83716283715
4.5045,122568,227.48405782912343,457,470,-102077.92207792206
4.537866666666667,122691,227.66772623908844,454,469,3686.313686313686
4.571233333333334,111546,226.29379807433705,465,478,-334015.984015984
4.6046000000000005,113417,226.17215232284403,465,478,56073.92607392607
4.637966666666666,111707,224.92946726704682,463,477,-51248.75124875124
4.671333333333333,112274,225.31413328108022,465,476,16993.00699300699
4.7047,105305,223.6686292198851,479,487,-208861.13886113884
4.738066666666667,102403,223.1990664336006,484,491,-86973.02697302696
4.771433333333333,103572,224.05691692735488,485,516,35034.96503496503
4.8048,107821,223.87763979187727,484,510,127342.65734265733
4.838166666666667,96108,223.67870520664252,494,505,-351038.961038961
4.871533333333334,94314,223.13757236465423,502,510,-53766.23376623376
4.9049000000000005,89022,223.35679944283436,510,515,-158601.3986013986
4.938266666666666,88939,223.43541078716873,518,518,-2487.5124875124875
4.971633333333333,92077,224.39577744713662,514,513,94045.95404595404
5.005,92827,224.26580628480937,508,541,22477.522477522474
5.038366666666667,110164,225.9599687738281,498,526,519590.40959040954
5.071733333333333,120702,226.30495766433035,476,512,315824.1758241758
5.1051,128590,226.76395520647017,473,505,236403.59640359637
5.138466666666667,134770,226.32571788973806,461,497,185214.7852147852
5.171833333333334,148806,228.6886281467145,449,484,420659.3406593406
5.2052000000000005,147475,227.4592642820817,447,482,-39890.10989010989
5.238566666666666,154492,229.1504867565958,439,474,210299.7002997003
5.271933333333333,156812,228.43473076040098,439,472,69530.46953046952
5.3053,172147,230.39993726292064,432,463,459590.40959040954
5.338666666666667,164296,227.61080610605248,445,469,-235294.7052947053
5.372033333333333,168675,227.9394753223655,447,466,131238.76123876122
5.4054,179076,228.1207141102102,450,462,311718.2817182817
5.438766666666667,167446,226.56377578443198,465,470,-348551.4485514485
5.472133333333334,164899,225.5943456297491,477,473,-76333.66633366633
5.5055000000000005,168627,226.57263071750074,477,469,111728.27172827172
5.538866666666666,161757,224.76888789975087,485,474,-205894.1058941059
5.572233333333333,163167,225.02643916968503,452,479,42257.742257742255
5.6056,167881,224.55370172920104,444,487,141278.72127872126
5.638966666666667,175332,225.42128077019598,441,487,223306.69330669328
5.6723333333333334,173951,225.68583106736955,439,471,-41388.61138861138
5.7057,177457,224.85974630473862,432,468,105074.92507492506
5.739066666666667,182762,225.31590264934724,428,464,158991.00899100897
5.772433333333334,177331,224.0582752028692,422,468,-162767.23276723275
5.8058000000000005,179603,224.59772386875497,416,468,68091.90809190809
5.839166666666666,196993,226.2015452325717,416,477,521178.82117882115
5.872533333333333,196976,226.06090589716513,413,473,-509.49050949050945
5.9059,195576,224.9366997995664,412,470,-41958.041958041955
5.939266666666667,197135,224.43742612930225,408,468,46723.27672327672
5.9726333333333335,227622,227.78072418307545,409,455,913696.3036963036
6.006,229150,226.11530002181976,417,441,45794.20579420579
6.039366666666667,248602,228.13939952212775,402,440,582977.0229770229
6.072733333333334,234017,224.08464769653486,405,442,-437112.88711288705
6.1061000000000005,244130,225.04249375332813,400,436,303086.91308691306
6.139466666666666,261960,226.49021224614444,398,430,534365.6343656343
6.172833333333333,265215,226.29460626284336,391,429,97552.44755244754
6.2062,267834,225.59709372223094,391,429,78491.50849150849
6.239566666666667,272526,226.62525410419556,385,429,140619.3806193806
6.2729333333333335,261505,225.24085963939504,398,424,-330299.70029970026
6.3063,279796,227.30687715335458,392,414,548181.8181818181
6.339666666666667,279666,226.63758554847567,397,411,-3896.1038961038957
6.373033333333334,285258,226.90053916104017,395,414,167592.40759240757
6.4064000000000005,273509,224.83589571092725,396,411,-352117.8821178821
6.439766666666666,261313,224.38761179122355,394,414,-365514.4855144855
6.473133333333333,280902,225.05083623470108,395,401,587082.9170829171
6.5065,264892,223.1081421862495,386,399,-479820.17982017976
6.539866666666667,257662,221.79068702408583,383,397,-216683.31668331666
6.5732333333333335,247808,221.72945183367767,378,391,-295324.6753246753
6.6066,244156,220.42263143236292,379,390,-109450.54945054944
6.639966666666667,211353,220.215142439426,303,412,-983106.893106893
6.673333333333334,202939,220.49236962831196,297,398,-252167.83216783215
6.7067000000000005,204662,220.84798350450987,295,394,51638.36163836163
6.740066666666666,154089,221.88830481085606,297,400,-1515674.3256743255
6.773433333333333,181070,219.84991439774672,292,377,808621.3786213786
6.8068,154607,220.49842503896977,328,447,-793096.903096903
6.840166666666667,141471,222.55718133044934,346,462,-393686.31368631363
6.8735333333333335,126348,224.04260455250576,339,461,-453236.7632367632
6.9069,138608,224.21093299088076,336,453,367432.5674325674
6.940266666666667,150414,223.2615647479623,333,444,353826.1738261738
6.973633333333334,140332,224.96546760539292,333,458,-302157.8421578421
7.007000000000001,131159,225.80413086406574,335,447,-274915.0849150849
7.040366666666666,121944,224.3522354523388,332,448,-276173.8261738262
7.073733333333333,120916,223.2699063812895,330,446,-30809.190809190808
7.1071,113290,222.64471709771382,338,461,-228551.44855144853
7.140466666666667,108652,221.55896808158155,343,467,-139000.999000999
7.1738333333333335,102764,220.11157603830134,344,471,-176463.53646353644
7.2072,90968,220.11938264004925,284,407,-353526.4735264735
7.240566666666667,80013,219.42911776836263,204,358,-328321.6783216783
7.273933333333334,94572,220.49538975595314,317,452,436333.6663336663
7.307300000000001,84081,219.59621079673173,438,568,-314415.5844155844
7.3406666666666665,82857,219.50874398059307,447,575,-36683.31668331668
7.374033333333333,65325,220.35326444699578,414,501,-525434.5654345654
7.4074,60866,221.91491144481319,422,510,-133636.36363636362
7.440766666666667,61648,221.40552815987542,418,507,23436.563436563436
7.4741333333333335,64299,222.43736294499138,422,508,79450.54945054944
7.5075,64862,221.10745891276864,423,509,16873.126873126872
7.540866666666667,61513,222.2755352527108,430,513,-100369.63036963037
7.574233333333334,58610,221.72059375533186,433,516,-87002.997002997
7.6076,61812,222.5397980974568,436,515,95964.03596403595
7.6409666666666665,52347,223.45043651021072,393,669,-283666.33366633364
7.674333333333333,53869,224.86439325029238,401,668,45614.38561438561
7.7077,58534,224.1580107288072,473,614,139810.1898101898
7.741066666666667,58000,224.49374137931034,471,608,-16003.996003996002
7.7744333333333335,55468,223.83372394894354,467,606,-75884.11588411588
7.8078,56612,225.17778916130857,465,596,34285.71428571428
7.841166666666667,57205,225.25887597238003,462,594,17772.227772227772
7.874533333333334,58155,226.38921846788753,461,590,28471.52847152847
7.9079,60122,225.8663051794684,464,591,58951.04895104895
7.9412666666666665,58405,227.00001712182177,437,619,-51458.541458541455
7.974633333333333,56679,226.789816334092,432,613,-51728.27172827172
8.008000000000001,55065,226.79061109597748,456,597,-48371.628371628365
8.041366666666667,54028,225.81724291108316,461,610,-31078.921078921077
8.074733333333333,53716,227.2855387594013,460,610,-9350.64935064935
8.1081,51213,226.831878624568,467,628,-75014.98501498501
8.141466666666666,50270,227.58919832902328,469,635,-28261.73826173826
8.174833333333334,52009,227.1151723740122,469,629,52117.882117882116
8.2082,52358,228.67603804576186,468,630,10459.540459540458
8.241566666666667,53255,227.40672237348605,469,627,26883.11688311688
8.274933333333333,54143,227.64843100677834,468,621,26613.38661338661
8.308300000000001,55485,226.71523835270793,467,616,40219.780219780216
8.341666666666667,55939,227.8616886251095,464,610,13606.393606393605
8.375033333333333,56517,227.5559035334501,451,541,17322.677322677322
8.4084,57559,228.36859570180164,449,541,31228.771228771227
8.441766666666666,59000,227.39371186440678,446,536,43186.81318681318
8.475133333333334,59074,227.94219115008295,442,533,2217.7822177822177
8.5085,59070,226.21897748434063,441,529,-119.88011988011986
8.541866666666667,59330,226.58762851845609,437,524,7792.2077922077915
8.575233333333333,63232,225.5739973431174,431,515,116943.05694305693
8.608600000000001,62879,226.83708392309038,429,510,-10579.420579420579
8.641966666666667,62695,226.39945769200096,432,510,-5514.485514485514
8.675333333333333,62401,226.8715885963366,440,511,-8811.188811188811
8.7087,64449,225.38832254961287,437,506,61378.62137862137
8.742066666666666,64048,225.46084186859855,436,504,-12017.982017982016
8.775433333333334,63177,224.6255915918768,431,500,-26103.896103896102
8.8088,64534,225.55789196392598,425,494,40669.330669330666
8.842166666666667,63384,224.81818755521897,420,499,-34465.53446553446
8.875533333333333,68614,226.0940187133821,405,487,156743.25674325673
8.908900000000001,64568,224.74093978441334,400,489,-121258.74125874125
8.942266666666667,69167,225.26266861364525,397,481,137832.16783216782
8.975633333333333,66381,224.5378948795589,386,479,-83496.50349650349
9.009,62387,223.37353935916136,402,487,-119700.29970029969
9.042366666666666,62468,224.146186847666,399,483,2427.5724275724274
9.075733333333334,62635,224.7444400095793,395,481,5004.995004995005
9.1091,55265,224.22033836967339,389,485,-220879.12087912086
9.142466666666667,57751,223.94988831362227,387,482,74505.4945054945
9.175833333333333,59992,225.60161354847313,386,476,67162.83716283715
9.209200000000001,58651,224.96978738640433,382,478,-40189.81018981019
9.242566666666667,61563,226.1076620697497,379,470,87272.72727272726
9.275933333333333,59479,224.45387447670606,373,470,-62457.542457542455
9.3093,62495,226.3189215137211,370,461,90389.61038961039
9.342666666666666,63971,225.60327335824044,358,457,44235.76423576423
9.376033333333334,55007,224.60828621811768,345,466,-268651.3486513486
9.4094,52503,224.56295830714436,362,472,-75044.95504495504
9.442766666666667,46960,225.82529812606472,364,481,-166123.8761238761
9.476133333333333,47027,225.35326514555467,381,488,2007.9920079920078
9.509500000000001,47962,225.64672032025354,364,480,28021.97802197802
9.542866666666667,48265,223.74903138920544,365,478,9080.91908091908
9.576233333333333,48655,224.5242832185798,371,483,11688.311688311687
9.6096,50805,223.10983170947742,373,483,64435.56443556443
9.642966666666666,51790,223.68710175709597,372,478,29520.47952047952
9.676333333333334,48759,222.71455526159272,378,482,-90839.16083916083
9.7097,49214,223.2460478725566,381,476,13636.363636363636
9.743066666666667,48354,221.6191214790917,380,473,-25774.22577422577
9.776433333333333,45726,223.11348029567424,366,484,-78761.23876123875
9.809800000000001,46236,222.53780603858465,363,483,15284.715284715283
9.843166666666667,46520,222.97856835769562,361,481,8511.488511488511
9.876533333333333,43173,222.74261691334863,347,477,-100309.6903096903
9.9099,40542,223.9767155049085,202,594,-78851.14885114884
9.943266666666666,39738,223.2841612562283,203,596,-24095.904095904094
9.976633333333334,37796,223.41792782305006,231,614,-58201.7982017982
10.01,35543,221.78040683116225,232,616,-67522.47752247752
10.043366666666667,36692,223.4295214215633,235,617,34435.56443556443
10.076733333333333,40204,223.4500547209233,237,615,105254.74525474524
10.110100000000001,40985,224.00214712699767,238,614,23406.593406593405
10.143466666666667,38534,223.20623345616858,238,615,-73456.54345654346
10.176833333333333,37267,224.29972898274613,239,615,-37972.02797202797
10.2102,37478,223.76476866428305,254,619,6323.676323676324
10.243566666666666,37954,224.2521736839332,254,618,14265.734265734265
10.276933333333334,36201,223.3106267782658,237,612,-52537.46253746253
10.3103,34630,224.25642506497258,206,599,-47082.917082917076
10.343666666666667,32890,224.26111280024324,209,605,-52147.85214785214
10.377033333333333,32524,224.49612593776902,209,605,-10969.030969030968
10.410400000000001,31692,223.84579704657327,204,605,-24935.064935064933
10.443766666666667,31669,224.60238719252266,204,605,-689.3106893106892
10.477133333333333,30318,225.8618642390659,203,607,-40489.51048951049
10.5105,30696,224.3945139431848,203,608,11328.671328671328
10.543866666666666,30233,225.54939966262032,203,608,-13876.123876123875
10.577233333333334,30216,224.64972200158857,203,609,-509.49050949050945
10.6106,30700,225.8255048859935,203,609,14505.494505494504
10.643966666666667,32362,225.1028366602806,203,607,49810.189810189804
10.677333333333333,32982,227.01512946455642,208,610,18581.41858141858
10.710700000000001,33864,227.07016300496102,207,607,26433.56643356643
10.744066666666667,34254,228.0947626554563,238,620,11688.311688311687
10.777433333333333,35704,226.68364889088056,238,616,43456.543456543455
10.8108,37594,227.86564345374262,239,615,56643.35664335664
10.844166666666666,38386,227.36586255405618,239,614,23736.263736263736
10.877533333333334,38924,227.34891069777,237,611,16123.876123876122
10.9109,41212,225.2720324177424,237,608,68571.42857142857
10.944266666666667,42749,226.1915600364921,253,615,46063.93606393606
10.977633333333333,46364,225.62095591407126,357,668,108341.65834165833
11.011000000000001,47018,225.03836828448678,236,605,19600.3996003996
11.044366666666667,47167,223.76504759683678,235,602,4465.534465534465
11.077733333333333,45134,225.4669428811982,237,606,-60929.07092907093
11.1111,44290,224.62702641679837,237,608,-25294.705294705294
11.144466666666666,44107,224.8894959983676,238,607,-5484.515484515484
11.177833333333334,45007,223.43362143666542,356,603,26973.026973026972
11.2112,45336,224.69064319745897,356,598,9860.13986013986
11.244566666666667,43577,224.1663492209193,375,644,-52717.28271728272
11.277933333333333,40939,225.53262170546424,210,604,-79060.93906093905
11.311300000000001,42057,224.89908933114583,210,603,33506.493506493505
11.344666666666667,41941,224.46300755823657,235,613,-3476.5234765234763
11.378033333333333,40612,225.57185068452674,205,599,-39830.16983016983
11.4114,41171,224.70066308809598,255,622,16753.246753246753
11.444766666666666,38042,224.2510908995321,290,641,-93776.22377622376
11.478133333333334,38666,223.85581647959447,256,625,18701.2987012987
11.5115,37247,226.50302037748006,239,617,-42527.47252747252
11.544866666666667,36613,225.6563515691148,258,626,-19000.999000999
11.578233333333333,35470,226.19438962503523,258,626,-34255.744255744255
11.611600000000001,36365,224.0633026261515,239,618,26823.176823176822
11.644966666666667,36463,224.0896799495379,238,618,2937.0629370629367
11.678333333333333,36494,226.12037595221133,476,724,929.070929070929
11.7117,37763,224.34396102004607,239,620,38031.96803196803
11.745066666666666,35859,225.78228617641318,241,624,-57062.93706293706
11.778433333333334,36117,224.40703823684137,241,621,7732.267732267732
11.8118,34839,225.15654869542755,241,622,-38301.6983016983
11.845166666666668,35167,223.1763300821793,376,689,9830.169830169829
11.878533333333333,34781,224.08369512089934,477,728,-11568.431568431568
11.911900000000001,34305,223.7211193703542,375,692,-14265.734265734265
11.945266666666667,35055,224.71929824561403,213,613,22477.522477522474
11.978633333333333,34922,223.03974571903098,214,613,-3986.0139860139857
12.012,35713,223.96555876011536,293,642,23706.293706293705
12.045366666666666,33639,224.6757929783882,295,647,-62157.842157842155
12.078733333333334,33638,224.33845650752124,296,648,-29.970029970029966
12.1121,31824,223.16823780794368,208,612,-54365.63436563436
12.145466666666668,32303,222.6367520044578,208,612,14355.644355644354
12.178833333333333,30685,223.70721851067296,372,702,-48491.50849150849
12.212200000000001,30610,222.73381247958184,372,703,-2247.7522477522475
12.245566666666667,29779,222.45333960173278,372,703,-24905.094905094902
12.278933333333333,30380,221.45506912442397,372,703,18011.98801198801
12.3123,28375,223.31066079295155,372,704,-60089.91008991008
